key,date,time,price,volume
XAUUSD,01/08/2019,19:30:41,1284.95,1
XAUUSD,01/08/2019,16:12:34,1283.24,1
EURTRY,01/08/2019,09:20:39,6.20228,1
XAUUSD,01/08/2019,08:11:34,1283.3,1
XAUUSD,01/08/2019,01:59:18,1288.99,1
EURTRY,01/08/2019,20:44:37,6.28076,1
EURTRY,01/08/2019,16:39:46,6.28332,1
EURTRY,01/08/2019,10:50:37,6.23183,1
XAUUSD,01/08/2019,22:46:41,1285.18,1
EURTRY,01/08/2019,20:56:59,6.27909,1
XAUUSD,01/08/2019,02:20:22,1289.82,1
EURTRY,01/08/2019,02:09:47,6.17827,1
ND,01/08/2019,15:38:34,6576.1,1
EURTRY,01/08/2019,19:50:23,6.3004,1
EURTRY,01/08/2019,11:24:37,6.25394,1
EURTRY,01/08/2019,15:35:25,6.26851,1
XAUUSD,01/08/2019,02:42:05,1287.04,1
EURTRY,01/08/2019,09:36:42,6.20156,1
XAUUSD,01/08/2019,21:43:03,1284.96,1
ND,01/08/2019,01:23:14,6506.12,1
XAUUSD,01/08/2019,17:30:09,1284.45,1
EURTRY,01/08/2019,14:32:33,6.27295,1
XAUUSD,01/08/2019,08:39:27,1281.98,1
XAUUSD,01/08/2019,20:22:11,1284.58,1
EURTRY,01/08/2019,10:03:39,6.1951,1
EURTRY,01/08/2019,15:55:48,6.27034,1
XAUUSD,01/08/2019,09:20:14,1282.49,1
XAUUSD,01/08/2019,15:14:10,1281.3,1
ND,01/08/2019,18:36:38,6533.28,1
XAUUSD,01/08/2019,12:38:07,1283.04,1
EURTRY,01/08/2019,15:29:30,6.2603,1
ND,01/08/2019,19:31:17,6540.24,1
EURTRY,01/08/2019,08:48:07,6.21096,1
XAUUSD,01/08/2019,06:33:49,1282.32,1
EURTRY,01/08/2019,12:32:57,6.25322,1
EURTRY,01/08/2019,15:15:42,6.26754,1
XAUUSD,01/08/2019,18:34:33,1285.4,1
EURTRY,01/08/2019,13:45:52,6.28303,1
EURTRY,01/08/2019,20:24:03,6.29208,1
ND,01/08/2019,19:16:40,6539.04,1
ND,01/08/2019,16:52:28,6480.14,1
ND,01/08/2019,20:02:53,6558.61,1
XAUUSD,01/08/2019,11:19:03,1282.58,1
EURTRY,01/08/2019,03:59:38,6.17869,1
XAUUSD,01/08/2019,15:38:42,1281.42,1
XAUUSD,01/08/2019,15:17:57,1281.72,1
XAUUSD,01/08/2019,03:31:29,1286.84,1
EURTRY,01/08/2019,01:29:52,6.18419,1
XAUUSD,01/08/2019,05:40:31,1283.58,1
XAUUSD,01/08/2019,13:20:28,1283.66,1
ND,01/08/2019,20:11:38,6559.72,1
XAUUSD,01/08/2019,16:12:40,1283.23,1
ND,01/08/2019,17:02:20,6496.64,1
XAUUSD,01/08/2019,13:48:33,1282.47,1
EURTRY,01/08/2019,02:59:14,6.16914,1
EURTRY,01/08/2019,12:19:05,6.26035,1
EURTRY,01/08/2019,11:52:00,6.26906,1
ND,01/08/2019,20:39:26,6558.66,1
EURTRY,01/08/2019,06:20:29,6.17436,1
XAUUSD,01/08/2019,01:05:54,1288.74,1
EURTRY,01/08/2019,02:38:56,6.17291,1
EURTRY,01/08/2019,13:32:15,6.26992,1
EURTRY,01/08/2019,03:40:48,6.17524,1
ND,01/08/2019,20:27:38,6552.62,1
ND,01/08/2019,13:25:33,6546.78,1
EURTRY,01/08/2019,08:53:01,6.20752,1
ND,01/08/2019,16:07:16,6552.24,1
EURTRY,01/08/2019,06:13:00,6.17756,1
XAUUSD,01/08/2019,15:51:52,1283.1,1
EURTRY,01/08/2019,13:21:12,6.27063,1
XAUUSD,01/08/2019,12:58:54,1283.41,1
EURTRY,01/08/2019,20:31:44,6.29221,1
EURTRY,01/08/2019,18:23:40,6.29947,1
EURTRY,01/08/2019,10:26:20,6.206,1
ND,01/08/2019,19:00:26,6520.66,1
ND,01/08/2019,13:36:18,6546.28,1
ND,01/08/2019,02:40:00,6506.6,1
XAUUSD,01/08/2019,16:44:53,1284.93,1
EURTRY,01/08/2019,08:36:25,6.20379,1
XAUUSD,01/08/2019,17:52:48,1284.77,1
EURTRY,01/08/2019,13:05:18,6.26466,1
EURTRY,01/08/2019,09:23:51,6.2016,1
XAUUSD,01/08/2019,13:39:29,1283.6,1
XAUUSD,01/08/2019,01:22:59,1288.13,1
XAUUSD,01/08/2019,17:33:20,1284.92,1
EURTRY,01/08/2019,16:15:56,6.27808,1
ND,01/08/2019,15:05:56,6561.74,1
EURTRY,01/08/2019,13:38:35,6.27412,1
EURTRY,01/08/2019,02:50:03,6.16985,1
XAUUSD,01/08/2019,08:00:57,1283.16,1
EURTRY,01/08/2019,13:39:17,6.2744,1
XAUUSD,01/08/2019,18:03:21,1284.23,1
EURTRY,01/08/2019,16:17:38,6.2831,1
XAUUSD,01/08/2019,10:23:52,1283.8,1
ND,01/08/2019,18:56:53,6518.28,1
XAUUSD,01/08/2019,15:07:10,1281.1,1
ND,01/08/2019,02:13:57,6505.9,1
EURTRY,01/08/2019,21:04:22,6.27899,1
XAUUSD,01/08/2019,15:53:21,1283.2,1
ND,01/08/2019,20:38:21,6557.48,1
XAUUSD,01/08/2019,15:41:36,1281.63,1
ND,01/08/2019,20:19:03,6561.26,1
EURTRY,01/08/2019,13:04:31,6.2655,1
XAUUSD,01/08/2019,14:02:13,1282.54,1
XAUUSD,01/08/2019,17:14:24,1284.27,1
XAUUSD,01/08/2019,14:15:49,1280.68,1
ND,01/08/2019,10:51:17,6527.54,1
ND,01/08/2019,17:35:59,6493.66,1
XAUUSD,01/08/2019,16:27:51,1284.1,1
XAUUSD,01/08/2019,04:21:49,1285.21,1
ND,01/08/2019,07:01:47,6506.26,1
ND,01/08/2019,17:00:18,6482.5,1
EURTRY,01/08/2019,06:34:03,6.17126,1
EURTRY,01/08/2019,13:32:23,6.27052,1
ND,01/08/2019,18:41:31,6531.36,1
XAUUSD,01/08/2019,06:30:32,1282.6,1
EURTRY,01/08/2019,17:57:45,6.27863,1
EURTRY,01/08/2019,12:32:44,6.25222,1
EURTRY,01/08/2019,13:39:48,6.2737,1
EURTRY,01/08/2019,10:19:03,6.20378,1
XAUUSD,01/08/2019,09:06:16,1283.2,1
XAUUSD,01/08/2019,02:51:00,1287.23,1
EURTRY,01/08/2019,16:13:39,6.26877,1
XAUUSD,01/08/2019,16:14:40,1283.32,1
EURTRY,01/08/2019,11:55:46,6.26142,1
XAUUSD,01/08/2019,22:32:46,1285.15,1
EURTRY,01/08/2019,16:15:40,6.28005,1
EURTRY,01/08/2019,11:46:41,6.25151,1
EURTRY,01/08/2019,18:01:43,6.275,1
XAUUSD,01/08/2019,17:52:11,1284.58,1
ND,01/08/2019,00:22:26,6498.34,1
EURTRY,01/08/2019,02:10:12,6.17808,1
ND,01/08/2019,14:42:40,6550.12,1
EURTRY,01/08/2019,00:34:27,6.18422,1
XAUUSD,01/08/2019,01:36:12,1287.94,1
XAUUSD,01/08/2019,08:27:41,1282.26,1
XAUUSD,01/08/2019,08:21:03,1282.54,1
ND,01/08/2019,10:04:18,6536.72,1
EURTRY,01/08/2019,12:04:52,6.26461,1
EURTRY,01/08/2019,16:01:42,6.26934,1
EURTRY,01/08/2019,14:46:55,6.27866,1
EURTRY,01/08/2019,12:08:56,6.26494,1
EURTRY,01/08/2019,13:47:28,6.29026,1
XAUUSD,01/08/2019,09:00:30,1283.18,1
EURTRY,01/08/2019,06:22:51,6.18372,1
EURTRY,01/08/2019,16:59:30,6.30134,1
EURTRY,01/08/2019,21:59:08,6.28082,1
XAUUSD,01/08/2019,11:05:32,1283.22,1
EURTRY,01/08/2019,12:32:17,6.25315,1
EURTRY,01/08/2019,16:51:58,6.28423,1
ND,01/08/2019,21:08:44,6553.27,1
XAUUSD,01/08/2019,06:12:34,1283.01,1
XAUUSD,01/08/2019,12:28:21,1283.36,1
XAUUSD,01/08/2019,12:11:18,1283.01,1
XAUUSD,01/08/2019,04:24:21,1285.14,1
EURTRY,01/08/2019,15:06:10,6.27506,1
ND,01/08/2019,18:53:37,6515.12,1
EURTRY,01/08/2019,11:30:17,6.26653,1
XAUUSD,01/08/2019,07:13:26,1283.88,1
EURTRY,01/08/2019,02:12:22,6.17427,1
EURTRY,01/08/2019,13:27:27,6.27132,1
ND,01/08/2019,19:20:38,6534.52,1
ND,01/08/2019,12:47:43,6544.52,1
EURTRY,01/08/2019,13:19:10,6.27266,1
EURTRY,01/08/2019,13:15:40,6.27006,1
XAUUSD,01/08/2019,14:40:27,1280.97,1
EURTRY,01/08/2019,08:46:07,6.2097,1
ND,01/08/2019,07:03:23,6504.5,1
XAUUSD,01/08/2019,08:56:41,1282.85,1
EURTRY,01/08/2019,02:52:45,6.1702,1
XAUUSD,01/08/2019,18:49:55,1286.82,1
ND,01/08/2019,14:03:19,6542.88,1
ND,01/08/2019,19:03:37,6523.76,1
EURTRY,01/08/2019,17:28:23,6.28473,1
XAUUSD,01/08/2019,12:25:41,1283.47,1
XAUUSD,01/08/2019,10:57:55,1283.62,1
XAUUSD,01/08/2019,01:23:41,1288.04,1
XAUUSD,01/08/2019,18:36:46,1286.52,1
EURTRY,01/08/2019,11:51:51,6.27133,1
XAUUSD,01/08/2019,12:09:30,1283.17,1
ND,01/08/2019,15:12:32,6558.64,1
XAUUSD,01/08/2019,06:06:08,1283.22,1
ND,01/08/2019,17:01:33,6491.14,1
XAUUSD,01/08/2019,21:57:04,1285.27,1
EURTRY,01/08/2019,13:17:16,6.27175,1
EURTRY,01/08/2019,11:27:59,6.265,1
EURTRY,01/08/2019,16:40:08,6.28226,1
EURTRY,01/08/2019,12:30:19,6.25172,1
EURTRY,01/08/2019,15:10:57,6.26532,1
ND,01/08/2019,13:58:56,6542.92,1
EURTRY,01/08/2019,12:38:39,6.24903,1
XAUUSD,01/08/2019,11:52:42,1283.77,1
EURTRY,01/08/2019,17:07:55,6.30159,1
EURTRY,01/08/2019,12:32:32,6.25242,1
ND,01/08/2019,14:43:48,6553.48,1
ND,01/08/2019,11:04:20,6522.86,1
ND,01/08/2019,20:35:05,6553.64,1
ND,01/08/2019,20:59:32,6559.72,1
EURTRY,01/08/2019,20:20:37,6.29503,1
EURTRY,01/08/2019,17:32:55,6.29108,1
ND,01/08/2019,06:40:16,6511.59,1
XAUUSD,01/08/2019,20:02:50,1284.89,1
XAUUSD,01/08/2019,14:08:57,1282.68,1
EURTRY,01/08/2019,11:02:45,6.23345,1
EURTRY,01/08/2019,10:45:20,6.2327,1
XAUUSD,01/08/2019,16:12:45,1283.14,1
EURTRY,01/08/2019,03:23:22,6.17164,1
EURTRY,01/08/2019,08:32:37,6.2078,1
EURTRY,01/08/2019,13:19:27,6.27436,1
ND,01/08/2019,18:42:40,6536.62,1
XAUUSD,01/08/2019,15:43:13,1281.3,1
XAUUSD,01/08/2019,16:20:37,1284.27,1
ND,01/08/2019,22:59:27,6551.52,1
ND,01/08/2019,18:57:59,6518.86,1
EURTRY,01/08/2019,10:35:08,6.21171,1
XAUUSD,01/08/2019,17:45:33,1284.48,1
XAUUSD,01/08/2019,14:17:38,1281.2,1
EURTRY,01/08/2019,09:38:34,6.20194,1
EURTRY,01/08/2019,09:09:49,6.20488,1
EURTRY,01/08/2019,16:11:58,6.26312,1
EURTRY,01/08/2019,11:30:29,6.26726,1
ND,01/08/2019,04:54:20,6519.1,1
ND,01/08/2019,04:13:11,6525.12,1
ND,01/08/2019,03:27:57,6512.98,1
EURTRY,01/08/2019,09:42:02,6.20068,1
EURTRY,01/08/2019,10:38:08,6.21569,1
XAUUSD,01/08/2019,08:28:00,1282.28,1
EURTRY,01/08/2019,12:44:19,6.24916,1
XAUUSD,01/08/2019,14:00:17,1282.43,1
EURTRY,01/08/2019,13:36:45,6.2716,1
XAUUSD,01/08/2019,17:39:31,1284.82,1
EURTRY,01/08/2019,13:42:49,6.27396,1
XAUUSD,01/08/2019,13:56:07,1282.34,1
EURTRY,01/08/2019,17:18:24,6.29136,1
XAUUSD,01/08/2019,06:52:30,1282.76,1
ND,01/08/2019,06:58:04,6512.14,1
XAUUSD,01/08/2019,09:51:50,1283.21,1
XAUUSD,01/08/2019,15:09:45,1280.47,1
EURTRY,01/08/2019,11:17:46,6.24724,1
XAUUSD,01/08/2019,18:43:57,1286.23,1
EURTRY,01/08/2019,21:09:46,6.27932,1
ND,01/08/2019,10:58:52,6525.24,1
ND,01/08/2019,16:36:39,6502,1
EURTRY,01/08/2019,16:16:02,6.27772,1
EURTRY,01/08/2019,09:25:09,6.20331,1
EURTRY,01/08/2019,11:34:57,6.26754,1
EURTRY,01/08/2019,15:12:01,6.26478,1
XAUUSD,01/08/2019,18:01:27,1284.66,1
ND,01/08/2019,17:09:37,6516.51,1
ND,01/08/2019,14:14:15,6541.54,1
EURTRY,01/08/2019,13:37:52,6.27075,1
XAUUSD,01/08/2019,14:18:49,1281.42,1
ND,01/08/2019,15:40:11,6574.36,1
ND,01/08/2019,15:49:08,6552.5,1
XAUUSD,01/08/2019,15:25:47,1281.62,1
ND,01/08/2019,21:07:41,6547.16,1
EURTRY,01/08/2019,11:38:29,6.26404,1
XAUUSD,01/08/2019,08:00:47,1283.22,1
EURTRY,01/08/2019,15:17:46,6.26892,1
XAUUSD,01/08/2019,07:30:46,1283.71,1
ND,01/08/2019,19:36:21,6543.54,1
XAUUSD,01/08/2019,10:21:57,1283.68,1
XAUUSD,01/08/2019,15:27:06,1281.7,1
EURTRY,01/08/2019,10:17:01,6.20213,1
ND,01/08/2019,18:25:47,6541.16,1
EURTRY,01/08/2019,12:17:08,6.26218,1
EURTRY,01/08/2019,12:57:51,6.26168,1
ND,01/08/2019,02:56:34,6509.4,1
XAUUSD,01/08/2019,03:10:56,1285.93,1
EURTRY,01/08/2019,11:51:43,6.27089,1
XAUUSD,01/08/2019,12:25:20,1283.52,1
EURTRY,01/08/2019,12:22:30,6.26248,1
XAUUSD,01/08/2019,02:04:48,1289.12,1
XAUUSD,01/08/2019,13:04:10,1283.77,1
ND,01/08/2019,03:56:30,6522.74,1
ND,01/08/2019,02:11:32,6515.5,1
XAUUSD,01/08/2019,17:27:03,1284.28,1
XAUUSD,01/08/2019,16:54:06,1284.88,1
XAUUSD,01/08/2019,07:01:49,1283.08,1
ND,01/08/2019,07:00:04,6508.59,1
XAUUSD,01/08/2019,15:58:21,1285.02,1
EURTRY,01/08/2019,13:47:20,6.2859,1
EURTRY,01/08/2019,11:19:23,6.25245,1
ND,01/08/2019,17:55:39,6514.26,1
EURTRY,01/08/2019,09:10:15,6.20368,1
XAUUSD,01/08/2019,12:28:15,1283.37,1
XAUUSD,01/08/2019,09:50:18,1283.28,1
EURTRY,01/08/2019,19:22:21,6.2992,1
ND,01/08/2019,19:22:36,6539.28,1
EURTRY,01/08/2019,12:45:03,6.24796,1
XAUUSD,01/08/2019,17:43:22,1284.65,1
ND,01/08/2019,19:22:22,6539.54,1
ND,01/08/2019,15:41:46,6576.66,1
XAUUSD,01/08/2019,17:10:53,1284.08,1
EURTRY,01/08/2019,11:42:18,6.25003,1
XAUUSD,01/08/2019,15:59:15,1285.4,1
EURTRY,01/08/2019,13:11:26,6.26754,1
ND,01/08/2019,21:15:33,6560.86,1
XAUUSD,01/08/2019,19:06:46,1286.03,1
ND,01/08/2019,18:53:47,6515.98,1
EURTRY,01/08/2019,11:15:59,6.24831,1
EURTRY,01/08/2019,10:02:45,6.19346,1
EURTRY,01/08/2019,21:17:32,6.28578,1
EURTRY,01/08/2019,07:46:39,6.18535,1
EURTRY,01/08/2019,11:14:18,6.25158,1
XAUUSD,01/08/2019,10:24:04,1283.79,1
ND,01/08/2019,08:54:37,6508.64,1
EURTRY,01/08/2019,08:38:15,6.20425,1
ND,01/08/2019,04:22:11,6523.22,1
XAUUSD,01/08/2019,12:56:57,1283.47,1
XAUUSD,01/08/2019,08:16:53,1282.28,1
ND,01/08/2019,15:56:53,6544.52,1
EURTRY,01/08/2019,14:38:12,6.27134,1
XAUUSD,01/08/2019,15:58:41,1285.3,1
XAUUSD,01/08/2019,17:14:37,1284.38,1
EURTRY,01/08/2019,17:50:21,6.29807,1
EURTRY,01/08/2019,10:45:37,6.23496,1
EURTRY,01/08/2019,12:41:15,6.24872,1
EURTRY,01/08/2019,11:10:10,6.2416,1
EURTRY,01/08/2019,08:19:52,6.18455,1
ND,01/08/2019,18:19:06,6538.16,1
EURTRY,01/08/2019,21:46:03,6.29108,1
EURTRY,01/08/2019,12:44:17,6.24894,1
EURTRY,01/08/2019,08:46:19,6.20941,1
EURTRY,01/08/2019,14:13:33,6.2899,1
XAUUSD,01/08/2019,07:15:07,1283.79,1
ND,01/08/2019,01:34:41,6511.52,1
EURTRY,01/08/2019,17:33:20,6.28651,1
EURTRY,01/08/2019,15:49:16,6.26739,1
EURTRY,01/08/2019,12:42:08,6.25016,1
EURTRY,01/08/2019,13:28:03,6.27022,1
EURTRY,01/08/2019,01:10:18,6.18508,1
EURTRY,01/08/2019,20:02:08,6.312,1
XAUUSD,01/08/2019,14:17:02,1280.92,1
XAUUSD,01/08/2019,12:27:41,1283.45,1
ND,01/08/2019,00:47:58,6502.16,1
XAUUSD,01/08/2019,08:03:07,1282.78,1
ND,01/08/2019,12:23:19,6532.48,1
XAUUSD,01/08/2019,19:19:31,1285.42,1
ND,01/08/2019,17:29:47,6505.28,1
XAUUSD,01/08/2019,19:24:17,1285.08,1
ND,01/08/2019,17:46:42,6509.98,1
EURTRY,01/08/2019,11:59:09,6.26199,1
EURTRY,01/08/2019,05:31:40,6.17568,1
XAUUSD,01/08/2019,06:17:34,1282.73,1
ND,01/08/2019,19:39:50,6541.48,1
EURTRY,01/08/2019,13:00:33,6.26434,1
XAUUSD,01/08/2019,14:27:03,1280.4,1
EURTRY,01/08/2019,06:32:14,6.17184,1
XAUUSD,01/08/2019,19:40:19,1285.28,1
EURTRY,01/08/2019,15:24:35,6.2693,1
EURTRY,01/08/2019,02:15:46,6.17635,1
XAUUSD,01/08/2019,04:18:23,1285.14,1
XAUUSD,01/08/2019,15:57:35,1285.58,1
XAUUSD,01/08/2019,09:19:27,1282.53,1
XAUUSD,01/08/2019,16:48:45,1284.86,1
ND,01/08/2019,11:46:10,6529.39,1
XAUUSD,01/08/2019,18:05:13,1284.57,1
ND,01/08/2019,03:30:14,6516.1,1
EURTRY,01/08/2019,16:37:45,6.28086,1
EURTRY,01/08/2019,12:01:03,6.26365,1
XAUUSD,01/08/2019,13:41:29,1282.93,1
XAUUSD,01/08/2019,02:55:00,1287.25,1
EURTRY,01/08/2019,13:49:16,6.29056,1
XAUUSD,01/08/2019,22:45:46,1285.15,1
ND,01/08/2019,17:33:12,6491.54,1
EURTRY,01/08/2019,09:04:17,6.20704,1
EURTRY,01/08/2019,02:29:54,6.17311,1
XAUUSD,01/08/2019,01:54:41,1288.71,1
ND,01/08/2019,09:09:04,6518.74,1
EURTRY,01/08/2019,10:15:59,6.20181,1
EURTRY,01/08/2019,16:29:37,6.2821,1
XAUUSD,01/08/2019,14:18:56,1281.43,1
EURTRY,01/08/2019,03:24:59,6.17136,1
EURTRY,01/08/2019,08:41:21,6.20763,1
ND,01/08/2019,15:38:23,6576.36,1
EURTRY,01/08/2019,20:16:39,6.29109,1
ND,01/08/2019,18:54:30,6519.86,1
XAUUSD,01/08/2019,01:14:05,1287.92,1
ND,01/08/2019,02:58:10,6511.76,1
EURTRY,01/08/2019,04:48:16,6.17409,1
EURTRY,01/08/2019,16:55:28,6.30528,1
XAUUSD,01/08/2019,04:32:54,1284.87,1
XAUUSD,01/08/2019,17:32:01,1285.04,1
ND,01/08/2019,16:33:55,6505.51,1
ND,01/08/2019,21:31:36,6566.22,1
EURTRY,01/08/2019,13:19:37,6.27527,1
EURTRY,01/08/2019,11:03:52,6.23595,1
XAUUSD,01/08/2019,10:40:54,1283.5,1
XAUUSD,01/08/2019,15:13:38,1281.12,1
EURTRY,01/08/2019,15:37:49,6.26292,1
ND,01/08/2019,16:16:14,6529.36,1
XAUUSD,01/08/2019,07:51:09,1283.6,1
ND,01/08/2019,21:11:30,6552.12,1
EURTRY,01/08/2019,01:00:11,6.18473,1
EURTRY,01/08/2019,14:08:50,6.28192,1
ND,01/08/2019,10:30:40,6532.01,1
ND,01/08/2019,17:44:44,6502.4,1
XAUUSD,01/08/2019,15:44:42,1280.7,1
ND,01/08/2019,21:19:31,6563.6,1
EURTRY,01/08/2019,13:15:06,6.27026,1
EURTRY,01/08/2019,11:02:55,6.23349,1
EURTRY,01/08/2019,08:21:56,6.18185,1
ND,01/08/2019,21:02:42,6558.74,1
XAUUSD,01/08/2019,09:56:20,1283,1
EURTRY,01/08/2019,11:15:29,6.25046,1
EURTRY,01/08/2019,08:46:55,6.21092,1
XAUUSD,01/08/2019,10:45:09,1283.37,1
EURTRY,01/08/2019,12:14:17,6.2651,1
EURTRY,01/08/2019,13:41:00,6.27477,1
ND,01/08/2019,08:17:13,6521.12,1
XAUUSD,01/08/2019,15:19:35,1281.9,1
EURTRY,01/08/2019,16:18:41,6.28108,1
ND,01/08/2019,18:33:35,6539.42,1
EURTRY,01/08/2019,19:42:03,6.29667,1
ND,01/08/2019,02:49:25,6510.5,1
EURTRY,01/08/2019,12:18:23,6.26194,1
EURTRY,01/08/2019,15:16:39,6.26922,1
EURTRY,01/08/2019,12:37:44,6.24977,1
EURTRY,01/08/2019,08:19:10,6.18492,1
EURTRY,01/08/2019,16:52:59,6.28618,1
ND,01/08/2019,16:38:47,6502.74,1
ND,01/08/2019,20:04:20,6557.02,1
EURTRY,01/08/2019,01:34:22,6.18326,1
XAUUSD,01/08/2019,20:50:21,1285.08,1
EURTRY,01/08/2019,02:55:03,6.17024,1
XAUUSD,01/08/2019,02:52:28,1287.23,1
ND,01/08/2019,17:26:38,6507.76,1
ND,01/08/2019,19:08:45,6531.36,1
EURTRY,01/08/2019,13:34:27,6.27152,1
ND,01/08/2019,16:29:41,6520.41,1
ND,01/08/2019,21:12:37,6556.02,1
ND,01/08/2019,20:46:44,6556.4,1
XAUUSD,01/08/2019,11:38:50,1283.49,1
EURTRY,01/08/2019,12:16:53,6.26218,1
EURTRY,01/08/2019,01:33:21,6.18295,1
EURTRY,01/08/2019,15:36:31,6.26829,1
EURTRY,01/08/2019,13:13:58,6.27216,1
ND,01/08/2019,20:02:47,6558.47,1
ND,01/08/2019,16:12:03,6547.16,1
XAUUSD,01/08/2019,19:28:12,1284.74,1
ND,01/08/2019,20:47:20,6558.11,1
XAUUSD,01/08/2019,18:46:29,1286.02,1
ND,01/08/2019,01:15:43,6505.14,1
ND,01/08/2019,21:24:59,6563.65,1
EURTRY,01/08/2019,08:14:36,6.18152,1
EURTRY,01/08/2019,20:26:33,6.30323,1
EURTRY,01/08/2019,09:15:15,6.20262,1
XAUUSD,01/08/2019,11:08:59,1282.36,1
XAUUSD,01/08/2019,16:49:18,1284.73,1
